ra;fase;turma;nome_anonimizado;idade_aprox;genero;ano_ingresso;instituicao_de_ensino;pedra;inde;iaa;ieg;ips;ida;mat;por;ing;ipv;ian;fase_ideal;defasagem;ano_coleta;ipp;ativo_inativo
RA-700;0;F;Aluno-700;9;Feminino;2022;Pública;Ametista;7,74;9;8,7;7,5;9,2;9,2;9,2;;7,08;5;1;-1;2022;;Ativo
RA-701;0;F;Aluno-701;10;Masculino;2021;Pública;Ametista;7,76;9;9,3;7,5;8,7;8,7;8,7;;7,42;5;2;-2;2022;;Ativo
RA-702;0;F;Aluno-702;8;Feminino;2022;Pública;Ametista;7,39;10;8,6;5;6,8;7;6,7;;7;10;0;0;2022;;Ativo
RA-703;0;F;Aluno-703;10;Masculino;2021;Pública;Ágata;6,1;7,5;7,4;5;5,1;5,3;4,8;;6,83;5;2;-2;2022;;Ativo
RA-704;0;F;Aluno-704;10;Masculino;2022;Pública;Ágata;6,74;9;8,6;5;7,2;7,7;6,6;;6,58;5;2;-2;2022;;Ativo
RA-705;0;F;Aluno-705;10;Masculino;2022;Pública;Ágata;6,63;9,5;6,2;7,5;7,1;7;7,2;;6,33;5;2;-2;2022;;Ativo
RA-706;0;F;Aluno-706;10;Feminino;2021;Pública;Ametista;7,66;9,5;6,7;7,5;9,1;9,1;9,1;;8,42;5;2;-2;2022;;Ativo
RA-707;0;F;Aluno-707;10;Feminino;2020;Pública;Ametista;7,68;10;8,1;6,9;8,5;8,8;8,2;;8,08;5;2;-2;2022;;Ativo
RA-708;0;F;Aluno-708;9;Masculino;2022;Pública;Ametista;7,28;8;8,4;7,5;7,3;7,1;7,6;;7,58;5;1;-1;2022;;Ativo
RA-709;0;F;Aluno-709;10;Feminino;2022;Pública;Quartzo;5,31;9,5;3,5;7,5;2,3;2,3;2,3;;7,08;5;2;-2;2022;;Ativo
RA-710;0;G;Aluno-710;10;Masculino;2020;Pública;Ametista;7,28;9,5;8,9;5;6,9;7;6,8;;8;5;2;-2;2022;;Ativo
RA-711;0;G;Aluno-711;9;Masculino;2022;Pública;Ágata;6,04;9;7,9;6,3;3,5;4;3;;6;5;1;-1;2022;;Ativo
RA-712;0;G;Aluno-712;11;Masculino;2019;Pública;Ágata;6,03;8;5,1;5;8;8,7;7,3;;5,83;5;2;-2;2022;;Ativo
RA-713;0;G;Aluno-713;9;Masculino;2021;Pública;Ametista;7,42;10;8,7;7,5;7,8;8;7,7;;7,25;5;1;-1;2022;;Ativo
RA-714;0;G;Aluno-714;11;Masculino;2019;Pública;Ágata;6,95;9;6,9;5,6;8;8,5;7,5;;7,25;5;2;-2;2022;;Ativo
RA-715;0;G;Aluno-715;9;Feminino;2022;Pública;Ágata;6,66;8,5;8,7;4,4;4,9;4,8;5;;7,92;5;1;-1;2022;;Ativo
RA-716;0;G;Aluno-716;9;Masculino;2022;Pública;Ágata;6,52;8,9;8,1;7,5;6,7;7,3;6;;5,42;5;1;-1;2022;;Ativo
RA-717;0;G;Aluno-717;10;Feminino;2021;Pública;Ágata;6,83;9;7,3;7,5;5,4;5;5,8;;7,92;5;2;-2;2022;;Ativo
RA-718;0;G;Aluno-718;8;Feminino;2022;Pública;Topázio;8,09;8;8,9;6,3;9,2;9,2;9,2;;7,42;10;0;0;2022;;Ativo
RA-719;0;G;Aluno-719;10;Feminino;2021;Pública;Quartzo;5,55;9;4,6;7,5;4,2;5;3,3;;6,08;5;2;-2;2022;;Ativo
RA-720;0;G;Aluno-720;9;Feminino;2021;Pública;Ágata;6,73;8;5,9;7,5;7,6;7,3;7,8;;7,08;5;1;-1;2022;;Ativo
RA-721;0;G;Aluno-721;8;Feminino;2021;Pública;Ametista;7,97;9,5;8,1;7,5;7,6;8,2;7;;7,92;10;0;0;2022;;Ativo
RA-722;0;G;Aluno-722;9;Feminino;2021;Pública;Ametista;7,41;10;8,1;4,4;8,1;7,8;8,3;;8,33;5;1;-1;2022;;Ativo
RA-723;0;H;Aluno-723;8;Feminino;2022;Pública;Ametista;7,43;10;6,6;8,1;5,5;5,3;5,7;;8,17;10;0;0;2022;;Ativo
RA-724;0;H;Aluno-724;8;Feminino;2022;Pública;Ágata;6,93;9,5;5,9;5,6;5,6;2,9;8,3;;8;10;0;0;2022;;Ativo
RA-725;0;H;Aluno-725;8;Masculino;2022;Pública;Ágata;6,33;8;5,9;8,1;5;4;6;;5,5;10;0;0;2022;;Ativo
RA-726;0;H;Aluno-726;7;Feminino;2022;Pública;Ágata;6,98;10;7,5;7,5;4,4;5,8;3;;6,58;10;0;0;2022;;Ativo
RA-727;0;H;Aluno-727;8;Masculino;2022;Pública;Ametista;7,74;9;7,7;8,1;8,4;9,3;7,4;;6,75;10;0;0;2022;;Ativo
RA-728;0;H;Aluno-728;8;Feminino;2022;Pública;Topázio;8,24;9,5;7,3;8,1;9,1;9,3;8,9;;8,17;10;0;0;2022;;Ativo
RA-729;0;H;Aluno-729;8;Feminino;2022;Pública;Topázio;8,15;10;8,7;8,1;8,1;8,5;7,8;;7,25;10;0;0;2022;;Ativo
RA-730;0;I;Aluno-730;10;Feminino;2021;Pública;Ametista;7,9;10;8,2;8,8;8,3;8,7;8;;8,25;5;2;-2;2022;;Ativo
RA-731;0;I;Aluno-731;10;Feminino;2019;Pública;Ametista;7,15;9;8,5;6,9;7,3;7,3;7,2;;7,08;5;2;-2;2022;;Ativo
RA-732;0;I;Aluno-732;9;Masculino;2022;Pública;Ametista;7,35;9;7,9;8,8;7,2;7,5;6,8;;7,5;5;1;-1;2022;;Ativo
RA-733;0;J;Aluno-733;9;Feminino;2022;Pública;Ágata;6,68;9,5;8,5;5,6;5,1;6;4,2;;6,92;5;1;-1;2022;;Ativo
RA-734;0;J;Aluno-734;10;Feminino;2022;Pública;Ágata;6,95;9,5;7,2;5,6;7,3;8;6,5;;7,42;5;2;-2;2022;;Ativo
RA-735;0;J;Aluno-735;10;Feminino;2021;Pública;Ametista;7,48;9;9;5,6;7,3;7,8;6,7;;8,58;5;2;-2;2022;;Ativo
RA-736;0;J;Aluno-736;10;Masculino;2022;Pública;Ágata;6,71;9;8,5;5,6;5,4;4,7;6,2;;7;5;2;-2;2022;;Ativo
RA-737;0;J;Aluno-737;9;Feminino;2022;Pública;Ametista;8,06;9,5;9,2;5,6;9;8,5;9,5;;9,17;5;1;-1;2022;;Ativo
RA-738;0;J;Aluno-738;8;Feminino;2022;Pública;Ametista;7,23;8,5;8,1;5,6;5,7;7,7;3,7;;7,5;10;0;0;2022;;Ativo
RA-739;0;J;Aluno-739;8;Masculino;2022;Pública;Ágata;6,82;6,4;7,3;5,6;5,9;6;5,8;;7,08;10;0;0;2022;;Ativo
RA-740;0;J;Aluno-740;9;Feminino;2022;Pública;Ametista;7,22;8,5;9;5,6;7,2;7,3;7;;7,5;5;1;-1;2022;;Ativo
RA-741;0;J;Aluno-741;10;Feminino;2022;Pública;Ágata;6,9;9,5;8,4;5,6;6,3;7,3;5,2;;7,42;5;2;-2;2022;;Ativo
RA-742;0;J;Aluno-742;9;Feminino;2022;Pública;Ametista;7,1;8,5;8,7;5;7,3;8,3;6,2;;7,5;5;1;-1;2022;;Ativo
RA-743;0;J;Aluno-743;9;Feminino;2022;Pública;Ágata;6,67;10;7,9;5,6;4,8;4,8;4,8;;7,5;5;1;-1;2022;;Ativo
RA-744;0;J;Aluno-744;8;Feminino;2022;Pública;Ametista;7,74;9,5;9,7;5,6;6,2;6;6,3;;7,5;10;0;0;2022;;Ativo
RA-745;0;J;Aluno-745;9;Masculino;2021;Privada;Ametista;7,38;9;8,5;5,6;8,1;8,5;7,7;;7,75;5;1;-1;2022;;Ativo
RA-746;0;J;Aluno-746;8;Masculino;2022;Pública;Ametista;7,66;8;9,1;5,6;7,2;7,7;6,7;;7,42;10;0;0;2022;;Ativo
RA-747;0;K;Aluno-747;11;Feminino;2022;Pública;Ametista;7,68;10;7,6;7,5;8,8;8,2;9,4;;7,92;5;2;-2;2022;;Ativo
RA-748;0;K;Aluno-748;9;Masculino;2022;Pública;Topázio;8,08;10;9;7,5;9,1;9,6;8,6;;8,25;5;1;-1;2022;;Ativo
RA-749;0;K;Aluno-749;9;Masculino;2022;Pública;Ametista;7,48;9,5;7,7;7,5;8,8;9,5;8,1;;7,25;5;1;-1;2022;;Ativo
RA-750;0;K;Aluno-750;10;Masculino;2019;Pública;Ágata;6,34;9,5;8,9;4,4;6,8;7,1;6,4;;5,17;5;2;-2;2022;;Ativo
RA-751;0;K;Aluno-751;11;Masculino;2022;Pública;Quartzo;5,25;8,5;5,8;7,5;3,8;2,7;4,9;;6,17;5;2;-2;2022;;Ativo
RA-752;0;K;Aluno-752;11;Feminino;2022;Pública;Topázio;8,2;10;9;7,5;9,5;9,6;9,4;;8,42;5;2;-2;2022;;Ativo
RA-753;0;K;Aluno-753;8;Feminino;2022;Pública;Topázio;8,48;9,5;8,6;7,5;9,1;9,4;8,8;;8,42;10;0;0;2022;;Ativo
RA-754;0;K;Aluno-754;9;Masculino;2022;Pública;Ágata;6,6;10;5,8;4,4;7,9;7,8;8,1;;6,92;5;1;-1;2022;;Ativo
RA-755;0;K;Aluno-755;8;Masculino;2022;Pública;Topázio;8,57;9,5;9,2;6,9;9,5;9,8;9,3;;8,08;10;0;0;2022;;Ativo
RA-756;0;K;Aluno-756;9;Masculino;2022;Pública;Ágata;6,98;10;7,9;7,5;5,7;5,6;5,8;;7,25;5;1;-1;2022;;Ativo
RA-757;0;K;Aluno-757;9;Feminino;2022;Pública;Topázio;8,26;9,5;9,3;7,5;9,7;9,9;9,6;;8,5;5;1;-1;2022;;Ativo
RA-758;0;L;Aluno-758;9;Masculino;2022;Pública;Ametista;7,91;9;9,1;7,5;8,1;8;8,2;;8,33;5;1;-1;2022;;Ativo
RA-759;0;L;Aluno-759;10;Feminino;2021;Pública;Ametista;7,56;9;8,6;7,5;7,5;8,3;6,7;;7,83;5;2;-2;2022;;Ativo
RA-760;0;L;Aluno-760;11;Masculino;2021;Pública;Topázio;8,17;9;9,2;7,5;8,8;9,3;8,2;;8,92;5;2;-2;2022;;Ativo
RA-761;0;L;Aluno-761;9;Masculino;2022;Pública;Topázio;8,06;10;9,4;7,5;8,2;8,8;7,5;;8,25;5;1;-1;2022;;Ativo
RA-762;0;L;Aluno-762;12;Masculino;2022;Pública;Ametista;7,28;10;9,7;7,5;6,7;7,3;6;;7,08;2,5;3;-3;2022;;Ativo
RA-763;0;L;Aluno-763;10;Feminino;2021;Pública;Ametista;7,4;9,5;9,7;7,5;6,5;6,3;6,7;;7,17;5;2;-2;2022;;Ativo
RA-764;0;L;Aluno-764;8;Masculino;2022;Pública;Ametista;8;9;8,8;7,5;7,5;7,2;7,8;;7,67;10;0;0;2022;;Ativo
RA-765;0;L;Aluno-765;9;Masculino;2022;Pública;Ágata;6,9;8,5;9,3;7,5;4,3;5;3,7;;7,42;5;1;-1;2022;;Ativo
RA-766;0;L;Aluno-766;11;Feminino;2020;Pública;Topázio;8,18;10;9,5;7,5;8,7;8,5;8,8;;8,33;5;2;-2;2022;;Ativo
RA-767;0;L;Aluno-767;10;Masculino;2021;Pública;Ametista;7,51;9,5;9;7,5;7;7,3;6,7;;7,58;5;2;-2;2022;;Ativo
RA-768;0;L;Aluno-768;10;Feminino;2021;Pública;Ametista;7,65;9;10;7,5;7,1;7;7,2;;7,58;5;2;-2;2022;;Ativo
RA-769;0;M;Aluno-769;9;Feminino;2022;Pública;Ametista;7,6;10;7,5;7,5;7,9;9,6;6,2;;8,5;5;1;-1;2022;;Ativo
RA-770;0;M;Aluno-770;7;Masculino;2022;Pública;Topázio;8,14;9,5;8,9;7,5;8,3;8,5;8,1;;7,33;10;0;0;2022;;Ativo
RA-771;0;M;Aluno-771;7;Feminino;2022;Pública;Ametista;7,87;10;8,3;7,5;7;7,2;6,9;;7,5;10;0;0;2022;;Ativo
RA-772;0;M;Aluno-772;11;Masculino;2021;Pública;Ágata;6,99;9;5,4;7,5;9,2;9,3;9,2;;7,25;5;2;-2;2022;;Ativo
RA-773;0;M;Aluno-773;9;Feminino;2022;Pública;Ágata;6,92;10;6,8;5;8,1;9,3;6,8;;7,08;5;1;-1;2022;;Ativo
RA-774;0;M;Aluno-774;8;Feminino;2022;Pública;Ametista;7,59;10;7,8;7,5;6,1;7,8;4,4;;7,42;10;0;0;2022;;Ativo
RA-775;0;N;Aluno-775;10;Masculino;2021;Pública;Quartzo;5,79;7,9;5,7;4,4;5,7;5,5;5,8;;6,42;5;2;-2;2022;;Ativo
RA-776;0;N;Aluno-776;9;Feminino;2022;Pública;Quartzo;3,9;0;4,3;4,4;1,7;0;3,3;;6,33;5;1;-1;2022;;Ativo
RA-777;0;N;Aluno-777;8;Masculino;2022;Pública;Ametista;7,1;8;7,7;7,5;5,3;6,5;4;;7;10;0;0;2022;;Ativo
RA-778;0;N;Aluno-778;9;Feminino;2021;Pública;Ametista;7,43;10;6,7;7,5;7,1;6;8,2;;8,83;5;1;-1;2022;;Ativo
RA-779;0;N;Aluno-779;10;Masculino;2022;Pública;Quartzo;5,7;9,5;5;7,5;2,6;2,2;3;;7,08;5;2;-2;2022;;Ativo
RA-780;0;N;Aluno-780;9;Feminino;2022;Pública;Ágata;6,96;8;7,6;7,5;6,9;6,3;7,5;;7,17;5;1;-1;2022;;Ativo
RA-781;0;N;Aluno-781;9;Feminino;2021;Pública;Ametista;7,79;10;8,9;7,5;8,3;8;8,5;;7,75;5;1;-1;2022;;Ativo
RA-782;0;N;Aluno-782;8;Masculino;2022;Pública;Ametista;7,48;9,5;8,4;7,5;6;5,7;6,3;;7;10;0;0;2022;;Ativo
RA-783;0;N;Aluno-783;8;Masculino;2021;Pública;Ágata;7;9,5;5,8;7,5;6;4,7;7,3;;6,92;10;0;0;2022;;Ativo
RA-784;0;O;Aluno-784;9;Masculino;2022;Pública;Topázio;8,34;9,5;10;7,5;8,2;7,8;8,5;;9,25;5;1;-1;2022;;Ativo
RA-785;0;O;Aluno-785;9;Feminino;2022;Pública;Ametista;7,64;9;8,6;7,5;8,4;8,8;8;;7,67;5;1;-1;2022;;Ativo
RA-786;0;O;Aluno-786;11;Masculino;2019;Pública;Ágata;7;9;9,5;5,6;6,1;6,3;5,8;;7,17;5;2;-2;2022;;Ativo
RA-787;0;O;Aluno-787;8;Masculino;2022;Pública;Ametista;7,2;8,5;9,5;7,5;3,4;4,2;2,7;;7,25;10;0;0;2022;;Ativo
RA-788;0;O;Aluno-788;8;Masculino;2021;Privada;Topázio;8,26;10;9,3;5,6;8;7,8;8,2;;8,67;10;0;0;2022;;Ativo
RA-789;0;O;Aluno-789;7;Feminino;2022;Pública;Ametista;7,4;9;9,4;7,5;4,2;3,7;4,7;;7,42;10;0;0;2022;;Ativo
RA-790;0;O;Aluno-790;11;Feminino;2022;Pública;Ametista;7,5;9;8,9;7,5;7,8;8,5;7,2;;7,42;5;2;-2;2022;;Ativo
RA-791;0;O;Aluno-791;11;Feminino;2022;Pública;Ametista;7,51;9,5;8,7;7,5;6,5;6,3;6,7;;8,5;5;2;-2;2022;;Ativo
RA-792;0;O;Aluno-792;9;Feminino;2022;Pública;Ágata;7,02;9,5;8;7,5;6,2;6,5;5,8;;7,17;5;1;-1;2022;;Ativo
RA-793;0;O;Aluno-793;10;Masculino;2022;Pública;Ágata;6,89;9,5;7,6;7,5;6;6;6;;7,33;5;2;-2;2022;;Ativo
RA-794;0;O;Aluno-794;8;Feminino;2022;Pública;Ametista;7,34;9,5;8,9;7,5;4,1;3,7;4,5;;7,33;10;0;0;2022;;Ativo
RA-795;0;O;Aluno-795;8;Feminino;2022;Pública;Topázio;8,06;9;9,7;7,5;7,3;8;6,5;;7,33;10;0;0;2022;;Ativo
RA-796;0;Q;Aluno-796;10;Feminino;2022;Pública;Ametista;7,23;9,5;9,3;7,5;5,4;5,8;5;;7,67;5;2;-2;2022;;Ativo
RA-797;0;Q;Aluno-797;10;Masculino;2021;Pública;Ametista;7,22;9;8,5;7,5;7,3;8,2;6,5;;7,5;5;2;-2;2022;;Ativo
RA-798;0;Q;Aluno-798;10;Masculino;2022;Pública;Ametista;7,05;8;8,3;7,5;6,3;7;5,7;;7,67;5;2;-2;2022;;Ativo
RA-799;0;Q;Aluno-799;10;Feminino;2022;Pública;Ametista;7,68;8;9,6;7,5;7,8;8,5;7,2;;7,92;5;2;-2;2022;;Ativo
RA-800;0;Q;Aluno-800;8;Masculino;2022;Pública;Ágata;6,82;8;5,4;7,5;6,1;6,3;5,8;;7,5;10;0;0;2022;;Ativo
RA-801;0;Q;Aluno-801;9;Masculino;2022;Pública;Ágata;6,64;7;6,6;7,5;6,8;7,2;6,3;;7,5;5;1;-1;2022;;Ativo
RA-802;0;Q;Aluno-802;9;Masculino;2021;Pública;Ametista;7,83;9;9;7,5;8,3;9;7,5;;8,33;5;1;-1;2022;;Ativo
RA-803;0;Q;Aluno-803;10;Feminino;2022;Pública;Ágata;6,98;10;7,2;7,5;6,3;6,5;6;;7,42;5;2;-2;2022;;Ativo
RA-804;0;Q;Aluno-804;10;Masculino;2022;Pública;Ágata;6,85;10;8,4;6,3;4,8;5,5;4;;7,67;5;2;-2;2022;;Ativo
RA-805;0;R;Aluno-805;8;Masculino;2021;Pública;Topázio;8,28;9,5;9;7,5;8,8;8,7;8,9;;7,33;10;0;0;2022;;Ativo
RA-806;0;R;Aluno-806;8;Masculino;2022;Pública;Ametista;7,56;9,5;7,3;7,5;6,6;5;8,2;;7,92;10;0;0;2022;;Ativo
RA-807;0;R;Aluno-807;8;Masculino;2022;Pública;Topázio;8,12;9,5;8,7;6,3;9;9,5;8,6;;7,5;10;0;0;2022;;Ativo
RA-808;0;R;Aluno-808;8;Masculino;2022;Pública;Topázio;8,36;10;9,1;6,3;9,3;9,7;8,8;;8;10;0;0;2022;;Ativo
RA-809;0;R;Aluno-809;7;Masculino;2022;Pública;Ametista;7,26;10;6,6;6,3;6,3;5,5;7,1;;7,42;10;0;0;2022;;Ativo
RA-810;0;R;Aluno-810;8;Masculino;2021;Pública;Ametista;7,89;8,5;9,1;5;9,6;9,7;9,5;;7,25;10;0;0;2022;;Ativo
RA-811;0;R;Aluno-811;9;Feminino;2021;Pública;Ágata;6,58;8,9;5,7;5,6;7,3;8,9;5,7;;7,67;5;1;-1;2022;;Ativo
RA-812;0;R;Aluno-812;8;Masculino;2022;Pública;Ametista;7,5;9;8,1;5,6;7,4;8,3;6,6;;7,33;10;0;0;2022;;Ativo
RA-813;0;S;Aluno-813;8;Masculino;2022;Pública;Ametista;7,09;9,5;6,5;6,9;6;6,7;5,3;;7,42;10;0;0;2022;;Ativo
RA-814;0;S;Aluno-814;9;Masculino;2022;Pública;Ametista;7,59;8,9;9;6,9;7,5;7,8;7,2;;8,42;5;1;-1;2022;;Ativo
RA-815;0;S;Aluno-815;9;Masculino;2022;Pública;Ágata;6,81;10;7,9;5,6;6,5;7,7;5,3;;7;5;1;-1;2022;;Ativo
RA-816;0;S;Aluno-816;9;Feminino;2022;Pública;Topázio;8,51;10;9,3;7,5;9,6;9,5;9,7;;9,42;5;1;-1;2022;;Ativo
RA-817;0;S;Aluno-817;8;Feminino;2022;Pública;Ametista;7,82;10;8,7;6,3;7,1;7,7;6,5;;7,42;10;0;0;2022;;Ativo
RA-818;0;S;Aluno-818;7;Masculino;2022;Pública;Ametista;7,48;9,5;7,3;7,5;6,2;6,5;5,8;;7,5;10;0;0;2022;;Ativo
RA-819;0;S;Aluno-819;8;Masculino;2022;Pública;Ametista;7,74;10;7,9;7,5;7,3;8;6,5;;7,33;10;0;0;2022;;Ativo
RA-820;0;T;Aluno-820;9;Masculino;2022;Pública;Ametista;7,42;9,5;10;6,9;6;7,7;4,3;;7,58;5;1;-1;2022;;Ativo
RA-821;0;T;Aluno-821;10;Masculino;2022;Pública;Ágata;6,34;9;7;7,5;4,6;5,2;4;;6,92;5;2;-2;2022;;Ativo
RA-822;0;T;Aluno-822;10;Masculino;2022;Pública;Ágata;6,92;8;8,4;7,5;6,1;6,5;5,7;;7,08;5;2;-2;2022;;Ativo
RA-823;0;T;Aluno-823;10;Feminino;2021;Pública;Quartzo;5,99;10;6;7,5;2,8;4;1,7;;7,17;5;2;-2;2022;;Ativo
RA-824;0;T;Aluno-824;8;Masculino;2022;Pública;Ágata;6,8;10;4,4;6,9;6;7;5;;7,33;10;0;0;2022;;Ativo
RA-825;0;T;Aluno-825;9;Feminino;2021;Pública;Ametista;7,25;7,5;8,2;6,9;7,6;8,3;6,8;;7,92;5;1;-1;2022;;Ativo
RA-826;0;U;Aluno-826;8;Masculino;2022;Pública;Ametista;7,78;9,5;9,6;7,5;5,4;4,3;6,5;;7,5;10;0;0;2022;;Ativo
RA-827;0;U;Aluno-827;10;Feminino;2022;Pública;Ametista;7,41;9,5;7;7,5;7,6;7,7;7,5;;8,67;5;2;-2;2022;;Ativo
RA-828;0;U;Aluno-828;9;Feminino;2022;Pública;Ametista;7,14;9,5;7,1;7,5;6,9;7,3;6,5;;7,83;5;1;-1;2022;;Ativo
RA-829;0;U;Aluno-829;8;Feminino;2022;Pública;Ametista;8;9;8,6;7,5;7,8;8,2;7,5;;7,5;10;0;0;2022;;Ativo
RA-830;0;U;Aluno-830;9;Feminino;2022;Pública;Ametista;7,23;10;8,6;7,5;6;5,8;6,2;;7,5;5;1;-1;2022;;Ativo
RA-831;0;U;Aluno-831;9;Masculino;2022;Pública;Ametista;7,41;9,5;9,2;7,5;7,2;7,3;7;;7,17;5;1;-1;2022;;Ativo
RA-832;0;U;Aluno-832;9;Masculino;2022;Pública;Topázio;8,18;10;9,2;7,5;8,8;8,8;8,8;;8,83;5;1;-1;2022;;Ativo
RA-833;0;U;Aluno-833;9;Masculino;2022;Pública;Ametista;7,79;10;9,5;7,5;7,8;8,2;7,5;;7,58;5;1;-1;2022;;Ativo
RA-834;0;U;Aluno-834;9;Masculino;2022;Pública;Topázio;8,14;9;9;7,5;9;9,2;8,8;;9,08;5;1;-1;2022;;Ativo
RA-835;0;V;Aluno-835;8;Masculino;2022;Pública;Ametista;7,26;6,9;7,3;7,5;7,5;7,6;7,3;;6,67;10;0;0;2022;;Ativo
RA-836;0;V;Aluno-836;9;Masculino;2022;Pública;Ametista;7,66;8,5;8,3;7,5;9,2;9;9,3;;7,58;5;1;-1;2022;;Ativo
RA-837;0;V;Aluno-837;8;Masculino;2022;Pública;Topázio;8,21;8,5;9;7,5;8,8;9,2;8,3;;7,5;10;0;0;2022;;Ativo
RA-838;0;V;Aluno-838;9;Masculino;2022;Pública;Ametista;7,46;10;7,4;7,5;6,3;6,6;5,9;;9,42;5;1;-1;2022;;Ativo
RA-839;0;V;Aluno-839;9;Feminino;2022;Pública;Quartzo;5,2;0;5,1;7,5;5,4;5,8;5;;6,58;5;1;-1;2022;;Ativo
RA-840;0;V;Aluno-840;8;Masculino;2022;Pública;Ametista;7,88;9;8,2;7,5;7,8;9,6;5,9;;7,5;10;0;0;2022;;Ativo
RA-841;0;V;Aluno-841;11;Masculino;2022;Pública;Ametista;7,3;8,5;8,5;7,5;7,2;8,6;5,8;;7,5;5;2;-2;2022;;Ativo
RA-842;0;Y;Aluno-842;8;Feminino;2022;Pública;Ametista;7,95;7,5;8,3;7,5;9,1;9,1;9,1;;8,25;10;0;0;2022;;Ativo
RA-843;0;Y;Aluno-843;8;Feminino;2022;Pública;Topázio;8,54;8,5;9;7,5;9,2;9,8;8,5;;8,42;10;0;0;2022;;Ativo
RA-844;0;Y;Aluno-844;8;Masculino;2022;Pública;Ágata;6,25;0;5;8,1;5,9;6;5,8;;8,33;10;0;0;2022;;Ativo
RA-845;0;Y;Aluno-845;8;Feminino;2022;Pública;Topázio;8,49;10;8,8;7,5;8,7;9,1;8,3;;8,42;10;0;0;2022;;Ativo
RA-846;0;Y;Aluno-846;7;Feminino;2022;Pública;Ametista;7,41;9;7,2;7,5;5,9;7,7;4;;7,92;10;0;0;2022;;Ativo
RA-847;0;Y;Aluno-847;9;Masculino;2022;Pública;Ágata;6,84;7,9;8,2;4,4;7,7;7,8;7,6;;7,42;5;1;-1;2022;;Ativo
RA-848;0;Y;Aluno-848;9;Masculino;2022;Pública;Ametista;7,49;9,5;7;7,5;9;9,8;8,1;;7,83;5;1;-1;2022;;Ativo
RA-849;0;Y;Aluno-849;9;Masculino;2022;Pública;Ametista;7,37;8,5;8,3;7,5;9,1;9,8;8,3;;7,42;5;1;-1;2022;;Ativo
RA-850;0;Y;Aluno-850;8;Masculino;2022;Pública;Ametista;7,64;10;7,3;7,5;8,5;8,1;8,8;;7,17;10;0;0;2022;;Ativo
RA-851;0;Y;Aluno-851;8;Masculino;2022;Pública;Ametista;7,52;9;7,9;7,5;8,3;7,9;8,7;;6,58;10;0;0;2022;;Ativo
RA-852;0;Z;Aluno-852;7;Feminino;2022;Pública;Quartzo;5,67;9;6,8;5;2,1;2,5;1,8;;5,5;10;0;0;2022;;Ativo
RA-853;0;Z;Aluno-853;8;Feminino;2022;Pública;Topázio;8,62;10;9,6;7,5;8,5;8,8;8,2;;8,5;10;0;0;2022;;Ativo
RA-854;0;Z;Aluno-854;8;Feminino;2022;Pública;Topázio;8,1;8;9;7,5;9,3;9,5;9;;7,17;10;0;0;2022;;Ativo
RA-855;0;Z;Aluno-855;9;Feminino;2022;Pública;Topázio;8,45;10;9,6;7,5;9,7;9,7;9,6;;9;5;1;-1;2022;;Ativo
RA-856;0;Z;Aluno-856;7;Masculino;2022;Pública;Topázio;8,4;10;9,1;7,5;8,4;8,5;8,2;;8;10;0;0;2022;;Ativo
RA-857;0;Z;Aluno-857;9;Feminino;2022;Pública;Topázio;8,15;8,5;8,9;7,5;9,5;9,6;9,3;;9,08;5;1;-1;2022;;Ativo
RA-858;0;Z;Aluno-858;7;Masculino;2022;Pública;Ametista;7,52;10;7,1;5,6;7,7;8,4;6,9;;7,33;10;0;0;2022;;Ativo
RA-859;0;Z;Aluno-859;7;Feminino;2022;Pública;Topázio;8,32;8,5;8,7;7,5;8,9;9,4;8,4;;8,25;10;0;0;2022;;Ativo
RA-860;0;Z;Aluno-860;7;Masculino;2022;Pública;Topázio;8,14;9,5;8,5;7,5;8,1;8,9;7,2;;7,75;10;0;0;2022;;Ativo
RA-861;0;A;Aluno-861;8;Feminino;2023;Pública;Topázio;9,31;9,5;10;8,13;9,6;9,8;9,4;;8,92;10;0;0;2023;8,44;Ativo
RA-862;0;A;Aluno-862;9;Masculino;2023;Pública;Topázio;8,22;8,5;9,1;8,14;8,9;8,5;9,2;;8,59;5;1;-1;2023;7,5;Ativo
RA-863;0;A;Aluno-863;7;Masculino;2023;Pública;Quartzo;5,93;0;7,6;3,14;6,3;7;5,5;;6,26;10;0;0;2023;5,94;Ativo
RA-864;0;A;Aluno-864;8;Feminino;2023;Pública;Ametista;7,03;0;7,6;8,14;6,3;7;5,5;;8,5;10;0;0;2023;7,5;Ativo
RA-865;0;A;Aluno-865;8;Masculino;2023;Pública;Topázio;8,16;8,5;8,7;7,52;7,4;7,3;7,5;;7,92;10;0;0;2023;7,5;Ativo
RA-866;0;A;Aluno-866;7;Feminino;2023;Pública;Ametista;7,68;0;8,3;8,76;8,6;8,2;8,9;;8,41;10;0;0;2023;7,5;Ativo
RA-867;0;A;Aluno-867;8;Masculino;2023;Pública;Topázio;8,7;9;8,6;8,76;8,9;8,7;9;;8,41;10;0;0;2023;7,5;Ativo
RA-868;0;A;Aluno-868;7;Masculino;2023;Pública;Topázio;8,64;10;9,5;8,76;7,1;7,8;6,3;;8,67;10;0;0;2023;7,19;Ativo
RA-869;0;A;Aluno-869;8;Feminino;2023;Pública;Topázio;9,26;9;10;8,76;9,6;9,8;9,4;;8,75;10;0;0;2023;8,12;Ativo
